ticker,code,name_ko,name_en,market,exchange,country,currency,tradable
601857.SS,601857,페트로차이나,PetroChina,CHINA,SSE,CN,CNY,1
601988.SS,601988,중국은행,Bank of China,CHINA,SSE,CN,CNY,1
1810.HK,1810,샤오미,Xiaomi,CHINA,HKEX,CN,HKD,1
002594.SZ,002594,BYD(비야디),BYD,CHINA,SZSE,CN,CNY,1
601318.SS,601318,핑안보험,Ping An Insurance,CHINA,SSE,CN,CNY,1
600036.SS,600036,초상은행,China Merchants Bank,CHINA,SSE,CN,CNY,1
601628.SS,601628,중국인수보험,China Life Insurance,CHINA,SSE,CN,CNY,1
0883.HK,0883,CNOOC(중국해양석유),CNOOC,CHINA,HKEX,CN,HKD,1
601138.SS,601138,폭스콘산업인터넷(FII),Foxconn Industrial Internet,CHINA,SSE,CN,CNY,1
3690.HK,3690,메이투안,Meituan,CHINA,HKEX,CN,HKD,1
600028.SS,600028,시노펙,Sinopec,CHINA,SSE,CN,CNY,1
601088.SS,601088,중국선화에너지,China Shenhua Energy,CHINA,SSE,CN,CNY,1
601899.SS,601899,쯔진마이닝,Zijin Mining,CHINA,SSE,CN,CNY,1
600900.SS,600900,창장전력,China Yangtze Power,CHINA,SSE,CN,CNY,1
0981.HK,0981,SMIC,SMIC,CHINA,HKEX,CN,HKD,1
688256.SS,688256,캠브리콘,Cambricon Technologies,CHINA,SSE,CN,CNY,1
9999.HK,9999,넷이즈,NetEase,CHINA,HKEX,CN,HKD,1
9618.HK,9618,징둥닷컴(JD),JD.com,CHINA,HKEX,CN,HKD,1
1299.HK,1299,AIA그룹,AIA Group,CHINA,HKEX,CN,HKD,1
0388.HK,0388,홍콩거래소,Hong Kong Exchanges & Clearing,CHINA,HKEX,CN,HKD,1
000333.SZ,000333,메이디그룹,Midea Group,CHINA,SZSE,CN,CNY,1
688041.SS,688041,하이곤정보,Hygon Information Technology,CHINA,SSE,CN,CNY,1
601328.SS,601328,교통은행,Bank of Communications,CHINA,SSE,CN,CNY,1
601658.SS,601658,우정저축은행,Postal Savings Bank of China,CHINA,SSE,CN,CNY,1
601166.SS,601166,흥업은행,Industrial Bank,CHINA,SSE,CN,CNY,1
601728.SS,601728,차이나텔레콤,China Telecom,CHINA,SSE,CN,CNY,1
000858.SZ,000858,우량예,Wuliangye Yibin,CHINA,SZSE,CN,CNY,1
600030.SS,600030,중신증권,CITIC Securities,CHINA,SSE,CN,CNY,1
300059.SZ,300059,이스트머니,East Money Information,CHINA,SZSE,CN,CNY,1
600276.SS,600276,항서제약,Jiangsu Hengrui Pharmaceuticals,CHINA,SSE,CN,CNY,1
002415.SZ,002415,하이크비전,Hikvision,CHINA,SZSE,CN,CNY,1
002475.SZ,002475,럭스쉐어,Luxshare Precision,CHINA,SZSE,CN,CNY,1
300308.SZ,300308,중지쉬촹(이노라이트),Zhongji Innolight,CHINA,SZSE,CN,CNY,1
300502.SZ,300502,신이성(이옵토링크),Eoptolink Technology,CHINA,SZSE,CN,CNY,1
9888.HK,9888,바이두,Baidu,CHINA,HKEX,CN,HKD,1
9961.HK,9961,트립닷컴,Trip.com Group,CHINA,HKEX,CN,HKD,1
1024.HK,1024,콰이쇼우,Kuaishou Technology,CHINA,HKEX,CN,HKD,1
9992.HK,9992,팝마트,Pop Mart International,CHINA,HKEX,CN,HKD,1
603259.SS,603259,우시앱텍,WuXi AppTec,CHINA,SSE,CN,CNY,1
300760.SZ,300760,마인드레이,Mindray Bio-Medical,CHINA,SZSE,CN,CNY,1
601601.SS,601601,중국태평양보험,China Pacific Insurance,CHINA,SSE,CN,CNY,1
601319.SS,601319,중국인민보험(PICC),PICC Group,CHINA,SSE,CN,CNY,1
601668.SS,601668,중국건축,China State Construction Engineering,CHINA,SSE,CN,CNY,1
601766.SS,601766,중국중차(CRRC),CRRC,CHINA,SSE,CN,CNY,1
601919.SS,601919,코스코해운,COSCO Shipping Holdings,CHINA,SSE,CN,CNY,1
603993.SS,603993,CMOC(뤄양몰리브덴),CMOC Group,CHINA,SSE,CN,CNY,1
600309.SS,600309,완화화학,Wanhua Chemical,CHINA,SSE,CN,CNY,1
600887.SS,600887,이리실업,Inner Mongolia Yili,CHINA,SSE,CN,CNY,1
603288.SS,603288,하이톈미업,Foshan Haitian Flavouring,CHINA,SSE,CN,CNY,1
600809.SS,600809,산시펀주,Shanxi Xinghuacun Fen Wine,CHINA,SSE,CN,CNY,1
000568.SZ,000568,루저우라오자오,Luzhou Laojiao,CHINA,SZSE,CN,CNY,1
600690.SS,600690,하이얼스마트홈,Haier Smart Home,CHINA,SSE,CN,CNY,1
000651.SZ,000651,거리전기,Gree Electric Appliances,CHINA,SZSE,CN,CNY,1
600104.SS,600104,상하이자동차(SAIC),SAIC Motor,CHINA,SSE,CN,CNY,1
601633.SS,601633,창청자동차,Great Wall Motor,CHINA,SSE,CN,CNY,1
601127.SS,601127,세레스,Seres Group,CHINA,SSE,CN,CNY,1
0175.HK,0175,지리자동차,Geely Automobile,CHINA,HKEX,CN,HKD,1
2015.HK,2015,리오토,Li Auto,CHINA,HKEX,CN,HKD,1
9868.HK,9868,샤오펑,XPeng,CHINA,HKEX,CN,HKD,1
9866.HK,9866,니오,NIO,CHINA,HKEX,CN,HKD,1
300274.SZ,300274,선그로우,Sungrow Power Supply,CHINA,SZSE,CN,CNY,1
601012.SS,601012,룽지그린에너지,LONGi Green Energy,CHINA,SSE,CN,CNY,1
300014.SZ,300014,EVE에너지,EVE Energy,CHINA,SZSE,CN,CNY,1
002371.SZ,002371,나우라(북방화창),NAURA Technology,CHINA,SZSE,CN,CNY,1
688012.SS,688012,AMEC(중웨이반도체),Advanced Micro-Fabrication Equipment,CHINA,SSE,CN,CNY,1
603501.SS,603501,윌세미(옴니비전),Will Semiconductor,CHINA,SSE,CN,CNY,1
688008.SS,688008,몬타지테크놀로지,Montage Technology,CHINA,SSE,CN,CNY,1
603986.SS,603986,기가디바이스,GigaDevice Semiconductor,CHINA,SSE,CN,CNY,1
688795.SS,688795,무어스레드,Moore Threads,CHINA,SSE,CN,CNY,1
1347.HK,1347,화훙반도체,Hua Hong Semiconductor,CHINA,HKEX,CN,HKD,1
000063.SZ,000063,ZTE,ZTE,CHINA,SZSE,CN,CNY,1
000725.SZ,000725,BOE(징둥팡),BOE Technology,CHINA,SZSE,CN,CNY,1
300476.SZ,300476,성훙테크(빅토리자이언트),Victory Giant Technology,CHINA,SZSE,CN,CNY,1
000977.SZ,000977,인스퍼정보,Inspur Electronic Information,CHINA,SZSE,CN,CNY,1
002230.SZ,002230,아이플라이텍,iFlytek,CHINA,SZSE,CN,CNY,1
688111.SS,688111,킹소프트오피스,Beijing Kingsoft Office Software,CHINA,SSE,CN,CNY,1
0992.HK,0992,레노버,Lenovo Group,CHINA,HKEX,CN,HKD,1
2382.HK,2382,써니옵티컬,Sunny Optical Technology,CHINA,HKEX,CN,HKD,1
0285.HK,0285,BYD전자,BYD Electronic,CHINA,HKEX,CN,HKD,1
9660.HK,9660,호라이즌로보틱스,Horizon Robotics,CHINA,HKEX,CN,HKD,1
002352.SZ,002352,SF홀딩(순펑),S.F. Holding,CHINA,SZSE,CN,CNY,1
601888.SS,601888,중국중면(CTG면세점),China Tourism Group Duty Free,CHINA,SSE,CN,CNY,1
2020.HK,2020,안타스포츠,ANTA Sports,CHINA,HKEX,CN,HKD,1
9633.HK,9633,농푸산천,Nongfu Spring,CHINA,HKEX,CN,HKD,1
6181.HK,6181,라오푸골드,Laopu Gold,CHINA,HKEX,CN,HKD,1
1929.HK,1929,저우다푸,Chow Tai Fook Jewellery,CHINA,HKEX,CN,HKD,1
6862.HK,6862,하이디라오,Haidilao International,CHINA,HKEX,CN,HKD,1
9987.HK,9987,얌차이나,Yum China,CHINA,HKEX,CN,HKD,1
0291.HK,0291,화룬맥주,China Resources Beer,CHINA,HKEX,CN,HKD,1
1801.HK,1801,이노벤트바이오,Innovent Biologics,CHINA,HKEX,CN,HKD,1
6160.HK,6160,비원메디슨(베이진),BeOne Medicines,CHINA,HKEX,CN,HKD,1
2269.HK,2269,우시바이오로직스,WuXi Biologics,CHINA,HKEX,CN,HKD,1
^KS11,KS11,코스피 지수,KOSPI Composite,INDEX,KRX,KR,KRW,0
^KQ11,KQ11,코스닥 지수,KOSDAQ Composite,INDEX,KOSDAQ,KR,KRW,0
^NDX,NDX,나스닥100 지수,NASDAQ-100,INDEX,NASDAQ,US,USD,0
000001.SS,SSEC,상하이종합지수,SSE Composite,INDEX,SSE,CN,CNY,0
^HSI,HSI,항셍지수,Hang Seng Index,INDEX,HKEX,CN,HKD,0
